3,8,4,5,1,2,9,6,7,8,3,4,2,5,1
5,7,1,9,6,8,4,3,2,5,1,6,7,8,9
6,9,2,3,4,7,5,8,1,2,7,9,3,4,6
8,2,7,4,3,6,1,5,9,3,2,8,4,6,7
9,4,5,8,2,1,3,7,6,4,5,1,9,2,8
1,3,6,7,9,5,8,2,4,9,6,7,5,1,3
7,1,9,2,8,3,6,4,5,1,9,3,8,7,2
4,5,8,6,7,9,2,1,3,7,8,5,6,9,4
2,6,3,1,5,4,7,9,8,6,4,2,1,3,5
